Wavelength,Alexa Fluor 647,Alexa Fluor 647,Alexa Fluor 700,Alexa Fluor 700,APC ,APC ,FITC,FITC,Pacific Blue,Pacific Blue,"PE (R-PE, R-phycoerythrin)","PE (R-PE, R-phycoerythrin)",PE-Cy7,PE-Cy7,PerCP-Cy5.5,PerCP-Cy5.5
533,2.786073756,0,2.899919,0,8.067984,0,2.86964,68.92858,0.1391466,9.123953,78.05975403,0.3551849,73.6766548,0.793369,93.765695,0.0234127
534,2.896269634,0,3.00038,0,8.446811,0,2.354031,66.60094,0.0459,8.866582,78.82428003,0.407418,74.7470346,0.8290942,92.7808241,0.0231832
535,2.957653041,0,3.09181,0,8.764206,0,2.050285,64.09785,0.1391466,8.45377,79.60750666,0.4700976,75.7422668,0.8726835,91.7777212,0.0224946
536,3.032433477,0,3.208792,0,9.09184,0,1.700977,61.83329,0.1479592,8.161202,80.205927,0.5587502,76.6244619,0.9131271,90.3883068,0.0231832
537,3.215486125,0,3.303096,0,9.542336,0,1.442793,59.61078,0.0969,7.902201,80.77904649,0.6220049,77.4304569,0.9657038,89.1471561,0.0218059
538,3.324322947,0,3.398529,0,9.890448,0,1.108673,57.37489,0.2175325,7.568273,81.29276395,0.7234041,78.1773021,1.0304136,87.9589815,0.0227241
539,3.480901818,0,3.525772,0,10.25904,0,1.077539,55.43717,0.1108534,7.340113,81.74047918,0.8404253,78.8963616,1.134893,86.6899669,0.0224946
540,3.586755128,0,3.624283,0,10.74025,0,0.8649166,53.17561,0.1530612,7.033706,82.1881944,0.9875405,79.539221,1.2272392,85.3163764,0.0238718
541,3.815908276,0,3.747524,0,11.11907,0,0.7821459,51.48543,0.1572356,6.76331,82.53250611,1.127084,80.1048277,1.3481207,83.7274422,0.025249
542,4.009954152,0,3.861325,0,11.50814,0,0.6522945,49.7223,0.1669759,6.510354,82.88561811,1.321257,80.7489501,1.4941671,82.145732,0.0250195
543,4.14787984,0,3.971124,0,11.99959,0,0.7358245,48.27464,0.0783859,6.262905,83.22662971,1.570347,81.3375012,1.6572897,80.5299658,0.0259376
544,4.293229519,0,4.107603,0,12.41937,0,0.4320786,46.74945,0.231911,6.007205,83.51153939,1.846463,81.7258691,1.8329948,78.7838238,0.0261671
545,4.627982653,0,4.211245,0,12.84939,0,0.4092976,45.48718,0.1530612,5.840609,83.74474732,2.14146,82.1952785,2.0421782,77.1911056,0.0257081
546,4.728349847,0,4.338488,0,13.40227,0,0.1974349,44.20364,0.1989796,5.658343,83.9735551,2.523959,82.6101691,2.2607984,75.4054035,0.0270853
547,4.942875993,0,4.486255,0,13.84253,0,0.3113396,42.84221,0.25,5.465559,84.14626097,2.964826,82.8467683,2.4953715,73.2726059,0.0261671
548,5.125199639,0,4.636176,0,14.30327,0,0.3181739,41.70633,0.2458256,5.226005,84.3794689,3.413072,83.0774736,2.7879136,71.0152805,0.0263967
549,5.40510576,0,4.764343,0,14.8971,0,0.5543364,40.5601,0.1669759,5.003949,84.63137747,3.946712,83.3599613,3.1285388,68.6547551,0.0254785
550,5.655972903,0,4.900822,0,15.38855,0,0.4556189,39.435,0.2272727,4.82222,84.90638682,4.597469,83.632766,3.4893858,66.5560134,0.025249
551,5.83229305,0,5.061005,0,15.89024,0,0,38.58361,0,4.656301,85.24299826,5.158135,83.9510383,3.9266263,64.282176,0.0241013
552,6.081441779,0,5.206617,0,16.54551,0,0,37.44517,0,4.477296,85.676413,6.027792,84.2829929,4.384538,61.8910347,0.0231832
553,6.261153481,0,5.377985,0,17.06768,0,0,36.42616,0,4.280793,86.21323125,7.023,84.5997916,4.9352453,59.4132054,0.0229536
554,6.479297625,0,5.55356,0,17.58984,0,0,35.46679,0,4.130284,86.79735111,8.211614,84.8317599,5.5216778,57.111504,0.0213469
555,6.653517083,0,5.696094,0,18.25535,0,0,34.55879,0,3.997791,87.58387785,9.637721,85.1254039,6.2083206,54.7901946,0.0199697
556,6.816768147,0,5.892192,0,18.77752,0,0,33.81929,0,3.844696,88.40450575,11.33985,85.5325061,6.979221,52.5170452,0.0197401
557,7.061020241,0,6.067665,0,19.32016,0,0,32.821,0,3.715404,89.47154203,13.41767,86.427331,7.8813384,50.6119753,0.0204287
558,7.316279123,0,6.237904,0,20.01638,0,0,31.78624,0,3.569926,90.62768134,15.78301,87.401724,8.9510722,48.6463615,0.0197401
559,7.45868244,0,6.421586,0,20.55902,0,0,31.06413,0,3.489054,92.00272809,18.78953,88.7225958,10.2304388,46.5324839,0.0190515
560,7.684790896,0,6.651445,0,21.12215,0,0,30.15197,0,3.31347,93.4382769,22.02894,90.060939,11.5787842,44.645646,0.019281
561,7.997885469,0,6.834204,0,21.85932,0,0,29.33902,0,3.186305,95.02453083,25.82806,91.4948481,13.0814894,42.869232,0.0199697
562,8.036084008,0,7.058933,0,22.44292,0,0,28.56108,0,3.060016,96.70098783,29.83611,93.104733,14.8046124,41.10417,0.0197401
563,8.333082609,0,7.241486,0,23.047,0,0,27.6214,0,2.96421,98.13763668,34.52366,94.6466273,16.6317653,39.3298199,0.0215764
564,8.648608384,0,7.466317,0,23.81489,0,0,26.74772,0,2.875682,99.40707984,39.7048,96.0607496,18.6725954,37.6576378,0.0211173
565,8.861047511,0,7.690019,0,24.43944,0,0,25.74535,0,2.744342,100,45.82422,97.379727,20.9324951,36.2668474,0.0213469
566,8.934440396,0,7.923982,0,25.06399,0,0,25.10942,0,2.654681,99.95049832,52.49663,98.5599865,23.3741664,34.4660094,0.0199697
567,9.221956467,0,8.14553,0,25.8626,0,0,24.24641,0,2.510396,98.9263635,60.09008,99.4192374,25.9243614,32.8794832,0.0208878
568,9.590905813,0,8.396015,0,26.47691,0,0,23.50311,0,2.434734,96.63278551,67.22636,99.8934883,28.5138767,31.3332049,0.0201992
569,9.919851466,0,8.64219,0,27.15266,0,0,22.69247,0,2.347757,93.12586628,75.31914,100,31.0676667,29.9537664,0.0208878
570,10.23817007,0,8.886415,0,28.00246,0,0,21.68404,0,2.281699,88.3088025,82.26852,99.1415911,33.6484191,28.7274078,0.0199697
571,10.64970741,0,9.13064,0,28.66796,0,0,20.89881,0,2.160421,82.18379425,88.78088,97.4357193,35.9984182,27.5674411,0.0197401
572,11.11323002,0,9.396415,0,29.40514,0,0,20.11592,0,2.073543,75.41086397,93.44257,95.007841,37.9972318,26.4435944,0.018822
573,11.59026052,0,9.671527,0,30.32661,0,0,19.47529,0,1.957892,67.49279476,96.55931,92.0682433,39.9369529,25.4518435,0.0195106
574,12.02875815,0,9.931145,0,31.04331,0,0,18.65756,0,1.9185,60.12254417,98.90739,88.4824182,41.4747093,24.4518366,0.0183629
575,12.48989972,0,10.21118,0,31.83168,0,0,18.06088,0,1.864413,51.85466306,99.55911,84.0602865,42.6572358,23.6300215,0.0185924
576,12.96854899,0,10.47696,0,32.82482,0,0,17.32446,0,1.742499,44.91452709,99.99998,79.1630619,43.5137418,22.8106145,0.0183629
577,13.52106665,0,10.77157,0,33.58247,0,0,16.70262,0,1.713427,37.80058522,97.92982,73.6501321,43.9390739,22.1511672,0.0185924
578,14.18725632,0,11.03827,0,34.43227,0,0,15.988,0,1.648304,31.86918355,94.97697,67.7776725,43.9112128,21.423608,0.0181334
579,14.91720988,0,11.30927,0,35.53804,0,0,15.38996,0,1.584692,26.43059864,91.67719,61.6974519,43.4151043,20.6788488,0.0179038
580,15.50614299,0,11.62317,0,36.40831,0,0,14.97182,0,1.525057,21.75543968,87.10751,55.7584751,42.4943379,20.0396976,0.0176743
581,16.09709217,0,11.89716,0,37.40145,0,0,14.45914,0,1.479421,17.94821024,82.73719,49.8767537,41.4093254,19.5144101,0.0172152
582,17.08076758,0,12.20613,0,38.69151,0,0,13.88615,0,1.447744,14.6205971,76.96854,43.9495648,39.9421207,18.9705468,0.0172152
583,17.75690893,0,12.51911,0,39.73584,0,0,13.40696,0,1.404057,12.08391085,71.88229,38.3661183,38.2601154,18.5064913,0.0176743
584,18.6437721,0,12.80018,0,40.8928,0,0,12.87406,0,1.348896,9.800233208,66.35421,33.2731311,36.4882354,18.1463237,0.0174448
585,19.28227416,0,13.11726,0,42.35692,0,0,12.34572,0,1.329468,8.112775834,62.26853,28.4697883,34.7323081,17.8078281,0.0167561
586,20.36357881,0,13.41895,0,43.51387,0,0,11.88779,0,1.268799,6.582623809,58.32948,24.2571017,32.8067424,17.4552284,0.0167561
587,21.2129105,0,13.7309,0,44.78345,0,0,11.40547,0,1.232788,5.474886146,54.10963,20.5729742,31.0485683,17.2326607,0.0156085
588,22.08391275,0,14.03362,0,46.36019,0,0,10.93634,0,1.209463,4.476052186,50.65554,17.416985,29.2229882,17.0551569,0.0153789
589,22.99073984,0,14.34659,0,47.53763,0,0,10.59322,0,1.169275,3.726926716,48.09564,14.6708345,27.5335682,16.8477251,0.0153789
590,24.00092581,0,14.67291,0,48.74578,0,0,10.27972,0,1.104211,3.0647042,44.87252,12.4648206,25.9607607,16.5721814,0.0153789
591,24.68159905,0,15.01062,0,50.12798,0,0,9.847617,0,1.07854,2.557586958,41.9053,10.5810784,24.5319774,16.3840136,0.0146903
592,25.58028119,0,15.34299,0,51.10064,0,0,9.438091,0,1.051854,2.127472334,39.59363,9.0088725,23.2063254,16.1982539,0.0144608
593,26.2576012,0,15.69086,0,52.07331,0,0,9.110133,0,1.025706,1.767760104,37.15353,7.7340995,22.040875,15.9801581,0.0151494
594,27.109522,0,16.03986,0,53.17907,0,0,8.779702,0,0.9490293,1.496050866,34.91949,6.7138181,20.9077796,15.8669822,0.0153789
595,27.76374519,0,16.40507,0,53.96745,0,0,8.437654,0,0.9509979,1.233141927,33.32949,5.9267679,19.9622976,15.7637823,0.0146903
596,28.47940256,0,16.77756,0,54.75581,0,0,8.284407,0,0.9213693,1.046025565,31.72512,5.2801196,19.0208599,15.6282465,0.0153789
597,29.13430088,0,17.17058,0,55.67728,0,0,7.92032,0,0.8842839,0.861329285,30.25014,4.7650322,18.1690723,15.5501586,0.0151494
598,29.72516514,0,17.5832,0,56.35303,0,0,7.684351,0,0.870424,0.713924273,28.87866,4.3629819,17.3799723,15.6093265,0.0146903
599,30.23232558,0,17.9875,0,57.04925,0,0,7.305268,0,0.8487893,0.592920159,27.75349,4.0339743,16.7456815,15.6626465,0.0149199
600,30.52295985,0,18.42044,0,57.84785,0.9342855,0,7.08483,0,0.8162972,0.458715596,26.79605,3.7500132,16.1008304,15.7627503,0.015838
601,30.84954172,0,18.86168,0,58.45193,0.950739,0,6.963509,0,0.7919382,0.390513277,26.01974,3.5115195,15.5442813,15.9994221,0.0165266
602,31.31633746,0,19.33372,0,59.08672,1.071235,0,6.7048,0,0.7479327,0.288209799,25.10063,3.3532253,15.0524419,16.2804698,0.0162971
603,31.45997482,0,19.80883,0,59.84438,1.150167,0,6.467101,0,0.7322037,0.233207929,24.23423,3.2363992,14.540156,16.6592133,0.0165266
604,31.89654846,0,20.34448,0,60.41773,1.301096,0,6.282627,0,0.7060352,0.178206059,23.57868,3.1618831,14.0507882,17.1218928,0.0174448
605,31.89310185,0,20.86998,0,61.02181,1.480135,0,6.049913,0,0.7023565,0.126504301,22.84933,3.1513582,13.6086046,17.6506202,0.0181334
606,31.89437354,0,21.42307,0,61.76922,1.678626,0,5.847435,0,0.6645352,0.093503179,22.30208,3.1307295,13.2362986,18.2969955,0.0190515
607,31.91447641,0,22.01517,0,62.3221,1.885549,0,5.612044,0,0.6454259,0.047301608,21.68871,3.0871565,12.8734294,18.8542749,0.0213469
608,32.35316011,0,22.59176,0,62.93642,2.12849,0,5.517994,0,0.6291202,0.034101159,21.15487,3.0585288,12.6330146,19.5446821,0.0234127
609,32.38420597,0,23.24553,0,63.70431,2.329342,0,5.332037,0,0.6350459,-0.001100037,20.54245,3.0345321,12.3640645,20.2402493,0.025249
610,32.5154217,0,23.90022,0,64.30838,2.646306,0,5.126389,0,0.5854528,-0.033001122,20.21659,3.086525,12.1643179,20.9289366,0.0275444
611,32.76851036,0,24.5744,0,64.97389,2.944491,0,4.939525,0,0.5689881,-0.037401272,20.04983,3.0972604,12.0214171,21.6506477,0.0296102
612,32.47055374,0,25.28337,0,65.79298,3.479809,0,4.82187,0,0.558966,-0.058301982,19.6818,3.1522002,11.8385221,22.354127,0.0314465
613,32.88845424,0,26.00271,0,66.40729,3.779044,0,4.64065,0,0.5383255,-0.08030273,19.49779,3.1930367,11.6475383,23.0424702,0.035119
614,33.0072532,0,26.75088,0,67.05232,4.249223,0,4.455064,0,0.5042427,-0.08030273,19.0253,3.2094555,11.5003685,23.6654535,0.0399393
615,33.34367175,0,27.50705,0,67.91235,4.706433,0,4.290446,0,0.5111825,-0.105603591,18.94,3.2157705,11.3399421,24.132261,0.04453
616,33.47443054,0,28.31259,0,68.51643,5.331177,0,4.113305,0,0.5060721,-0.100103404,18.66206,3.2486081,11.2397318,24.6551404,0.0479731
617,34.26542076,0,29.10489,0,69.12051,5.8801,0,4.032396,0,0.4788695,-0.11000374,18.63714,3.2987065,11.1109863,25.1990038,0.0532524
618,34.7476994,0,29.93812,0,69.87816,6.598916,0,3.872763,0,0.4652284,-0.124304226,18.17136,3.3523834,11.0262794,25.7834591,0.0594499
619,35.62704273,0,30.77341,0,70.39009,7.185356,0,3.728043,0,0.4475507,-0.108903703,17.91834,3.4645785,10.9763989,26.2144906,0.0644997
620,36.62007874,0,31.63631,0,70.86106,7.880523,0,3.597535,0,0.428481,-0.140804787,17.79183,3.5212024,10.8878723,26.5154903,0.0718449
621,37.60034733,0,32.51983,0,71.39347,8.570893,0,3.447253,0,0.4253591,-0.146304974,17.42955,3.6129793,10.7355347,26.8825379,0.0810263
622,38.50904704,0,33.43219,0,71.73135,9.484116,0,3.2959,0,0.3976593,-0.154005236,17.20241,3.6965468,10.6303812,27.1154256,0.0904373
623,39.8923946,0,34.28893,0,72.02826,10.27242,0,3.228875,0,0.4016562,-0.166105648,16.90531,3.7420142,10.4477109,27.4790332,0.0959462
624,41.5543651,0,35.20836,0,72.33541,11.0578,0,3.086173,0,0.4044003,-0.147405012,16.71267,3.8790481,10.2946992,27.9166007,0.1028322
625,42.70176568,0,36.11969,0,72.51971,11.91308,0,2.982731,0,0.3920716,-0.168305722,16.34464,3.9068338,10.1075351,28.2650723,0.1147681
626,44.42348059,0,37.0104,0,72.66305,13.05312,0,2.920278,0,0.3729224,-0.181506171,16.04849,3.9912433,9.9486815,28.6214559,0.126704
627,46.71859939,0,37.93281,0,72.79615,13.89596,0,2.786186,0,0.3530971,-0.16500561,15.77439,4.0876512,9.774774,28.7655918,0.1395581
628,49.14671345,0,38.8349,0,72.8883,14.85326,0,2.775105,0,0.3473901,-0.179306096,15.42936,4.1830065,9.6051354,29.0263435,0.1526416
629,51.22993003,0,39.73884,0,72.97021,15.88593,0,2.656543,0,0.341882,-0.173805909,15.20318,4.2657321,9.3853918,29.2158873,0.1719227
630,54.03071797,2.145717303,40.62442,0,73.1033,16.78277,0,2.594668,0,0.3334906,-0.172705872,14.73452,4.315199,9.1625025,29.2151993,0.190056
631,56.66181761,2.349090764,41.49881,0,73.23641,17.91371,0,2.514954,0,0.3090321,-0.181506171,14.34253,4.3783482,8.9373663,29.2630152,0.2075008
632,59.16806498,2.722215648,42.34846,0,73.40022,19.1427,0,2.457816,0,0.320108,-0.174905947,13.986,4.4229737,8.6747075,29.1501833,0.2316021
633,62.01506188,3.14247569,43.158,0,73.71762,20.3444,0,2.335052,0,0.2992089,-0.184806283,13.40425,4.4943324,8.36801,29.0063915,0.2550148
634,65.00948697,3.686816426,43.98611,0,74.02477,21.47084,0,2.277008,0,0.2932633,-0.200206807,12.93751,4.5303274,8.0822084,28.8106557,0.278198
635,67.8039267,4.264558167,44.75788,0,74.44456,22.79645,0,2.166645,0,0.2952717,-0.181506171,12.40655,4.6124215,7.8575216,28.3978562,0.2988562
636,70.51513344,4.977712021,45.5275,0,75.17149,24.00111,0,2.102462,0,0.2929252,-0.196906695,11.99731,4.7448244,7.6236227,28.2812403,0.3277778
637,73.64252024,5.809035636,46.20671,0,75.84724,25.28976,0,2.057106,0,0.2795427,-0.19470662,11.43569,4.7620852,7.3045674,27.7831289,0.3594538
638,77.06051222,6.7329302,46.88192,0,76.69704,26.79643,0,2.006517,0,0.2712705,-0.189206433,10.98332,4.9056445,7.0497726,27.5254732,0.3865391
639,80.40951796,7.806046444,47.46581,0,78.07925,28.56287,0,1.872343,0,0.2674725,-0.195806657,10.44949,5.0218391,6.7475689,27.2918974,0.4211991
640,82.79364899,8.939762721,48.07329,0.7548319,79.31811,30.14488,0,1.838974,0,0.2683674,-0.204606957,9.982747,5.1207729,6.4965937,27.0025938,0.4609088
641,85.37153692,10.3313882,48.58226,0.6441227,80.77199,32.66199,0,1.799509,0,0.2512663,-0.22440763,9.508911,5.2512814,6.2128143,26.8474499,0.5075047
642,87.96065674,12.02640832,49.05327,0.6843802,82.9528,34.92882,0,1.730712,0,0.2578482,-0.231007854,8.95294,5.3893678,5.9324052,26.6685701,0.556855
643,90.80374453,13.72202228,49.48641,0.5384462,84.78551,37.6129,0,1.703605,0,0.2393154,-0.218907443,8.548877,5.5245072,5.6533442,26.6400182,0.6204365
644,93.25189581,15.72825941,49.87009,0.704509,86.83321,40.50552,0,1.630318,0,0.2461558,-0.225507667,8.096605,5.6049172,5.3790017,26.751474,0.6918223
645,95.0436856,17.86441145,50.21395,0.7347031,89.67953,43.47126,0,1.503394,0,0.224004,-0.251908565,7.684299,5.7099555,5.1302734,26.767986,0.7719305
646,96.65582145,20.07370163,50.51564,0.7347031,91.88083,47.28572,0,1.459727,0,0.2270265,-0.247508415,7.250717,5.8520413,4.9134506,27.0882497,0.8676471
647,98.255504,22.74319651,50.79065,0.8504431,94.11283,51.18422,0,1.437069,0,0.2227711,-0.226607705,6.868697,6.0511719,4.7229163,27.5326972,0.9915967
648,99.1993823,25.51428314,51.02257,0.9359909,96.66223,55.77409,0,1.408191,0,0.2153938,-0.243108266,6.562678,6.2094661,4.4816026,28.0256486,1.1323024
649,99.77308121,28.41683473,51.2278,0.8353469,98.20825,60.39661,0,1.35233,0,0.2090704,-0.250808527,6.252442,6.2862977,4.2829795,28.7631838,1.3078977
650,100,31.6477705,51.44329,0.9561197,99.36521,65.40831,0,1.276365,0,0.2098459,-0.239808153,5.970001,6.4986897,4.1236766,29.451871,1.5043807
651,99.55604064,34.93757349,51.62492,0.9762485,100,69.93282,0,0,0,0,0,5.70136,6.6260406,3.927525,30.4467179,1.7637567
652,99.04607403,39.00403199,51.80132,1.112117,99.69284,75.18536,0,0,0,0,0,5.458117,6.7338154,3.7974314,31.7174525,2.0603175
653,97.46512309,42.9155741,51.99741,1.137279,98.57684,80.07762,0,0,0,0,0,5.225607,6.8872681,3.6464419,33.1481469,2.4317072
654,95.90307843,46.42496161,52.19741,1.0467,95.87386,84.88214,0,0,0,0,0,5.007283,7.0925031,3.5410638,34.5857213,2.8882549
655,93.90806182,51.32592744,52.43045,1.152377,92.90468,89.08218,0,0,0,0,0,4.830361,7.2421669,3.4428756,36.3724553,3.4646204
656,91.41594287,55.2455743,52.68073,1.182569,89.01403,92.78687,0,0,0,0,0,4.655548,7.4299306,3.3835583,38.2703011,4.1695263
657,88.78969118,59.79176589,52.98868,1.373793,82.89137,95.99799,0,0,0,0,0,4.486677,7.7208382,3.3226682,40.2538029,4.9965455
658,85.39680771,64.41400651,53.32116,1.293278,77.70042,98.37317,0,0,0,0,0,4.220241,7.950912,3.268294,42.3140166,6.0349676
659,81.79995571,68.13359998,53.72125,1.529791,71.92587,99.43361,0,0,0,0,0,4.059228,8.1517266,3.2076286,44.7313019,7.2450828
660,78.12666237,72.58680613,54.16979,1.590177,64.10361,100,0,0,0,0,0,4.016388,8.3327545,3.1390991,47.2672671,8.8642316
661,74.32289234,76.59974087,54.71047,1.393922,58.21644,99.71358,0,0,0,0,0,3.882978,8.5093619,3.0862977,49.8661842,10.7266889
662,70.16907752,80.55086353,55.29138,1.992761,52.32927,98.41766,0,0,0,0,0,3.74353,8.7255428,3.033721,52.5803411,13.0736972
663,65.2883541,84.76964862,55.98085,1.781398,45.25443,96.01115,0,0,0,0,0,3.639639,8.8878364,2.9658656,55.8170335,15.9812331
664,61.39329582,88.55868059,56.75058,2.390291,40.40135,93.62656,0,0,0,0,0,3.5691,9.0833886,2.9330613,59.1214938,19.5927568
665,57.28497732,90.7486129,57.61142,2.314818,35.76328,90.38733,0,0,0,0,0,3.47786,9.34209,2.8872252,62.6973698,23.7462155
666,52.86531733,93.20268762,58.56779,2.556357,30.35732,86.41145,0,0,0,0,0,3.328157,9.5957395,2.862285,66.6131174,28.7703054
667,48.19236645,95.07109568,59.6114,2.772749,26.77383,82.05199,0,0,0,0,0,3.268544,9.8474946,2.8112811,70.8659846,34.6227916
668,44.65589794,97.37729835,60.7454,3.190413,23.45654,77.49364,0,0,0,0,0,3.188038,10.0413628,2.7802743,75.0638119,41.4090313
669,40.85317696,98.4088966,61.97474,3.286036,19.7297,73.12512,0,0,0,0,0,3.047728,10.2539652,2.7151151,78.8037757,48.4654353
670,37.14418023,99.72682415,63.28104,3.668478,17.34412,68.76762,0,0,0,0,0,2.942687,10.4543589,2.6443388,82.3283958,56.1487028
671,33.48834683,100,64.67251,4.141513,15.18378,64.42639,0,0,0,0,0,2.854513,10.6623304,2.5787302,85.1725846,64.0431436
672,30.38139964,99.27706705,66.14812,4.589369,12.80844,60.57752,0,0,0,0,0,2.817136,10.868197,2.5322201,87.4257821,71.7663504
673,27.54223281,98.26914654,67.71198,4.846013,11.30337,56.6125,0,0,0,0,0,2.764232,11.0753265,2.4697572,88.8551005,78.9418837
674,24.58323985,96.88280172,69.33012,5.419683,9.962117,52.79201,0,0,0,0,0,2.709794,11.3807584,2.4072942,89.3621559,85.5187864
675,22.32449298,95.2185336,71.06023,5.671297,8.477527,49.24279,0,0,0,0,0,2.63341,11.7137655,2.3459547,89.271684,91.1034038
676,19.86024557,93.90158557,72.79443,6.743167,7.545818,45.93995,0,0,0,0,0,2.587693,12.1042384,2.3007927,88.0845413,95.2733892
677,17.70976448,90.56712003,74.61381,7.271542,6.706255,43.15812,0,0,0,0,0,2.548974,12.4098808,2.2329373,85.9981837,98.0356286
678,15.4694045,88.43823518,76.40353,7.885464,5.75407,40.49578,0,0,0,0,0,2.488019,12.6546894,2.1817087,83.4942105,99.6653361
679,13.60542672,86.15408667,78.32952,8.997584,5.139756,38.4744,0,0,0,0,0,2.489361,12.8536095,2.1221667,80.5774377,100
680,12.07421442,83.39204568,80.13874,9.591389,4.576636,36.69496,0,0,0,0,0,2.340042,12.9072864,2.0495929,77.4556412,99.4277661
681,10.84389639,80.41713207,82.04328,10.7186,3.931607,34.71545,0,0,0,0,0,2.349626,13.1480955,1.9774684,74.1814529,98.0358582
682,9.756107411,77.08821742,83.94054,11.88607,3.491349,33.21503,0,0,0,0,0,2.238642,13.3966931,1.9300595,70.6874488,96.1412658
683,8.295038365,74.74686226,85.78568,13.33033,3.081806,31.83786,0,0,0,0,0,2.169637,13.5848779,1.8997268,67.3898685,93.8615116
684,7.404896856,70.92333687,87.6932,14.13548,2.63131,30.13176,0,0,0,0,0,2.175388,13.7438035,1.8336689,64.0733682,91.5418181
685,6.544550257,68.30332805,89.25193,16.36978,2.334391,29.08076,0,0,0,0,0,2.080889,13.8791534,1.7792947,60.9096038,89.5340643
686,5.833301487,65.66914132,90.89389,17.1699,2.05795,27.86542,0,0,0,0,0,1.992812,14.0671277,1.7399745,57.9319431,87.8019836
